application_id,applicant_name,email,phone,age,gender,city,province,education_level,university,cgpa,skills,experience_months,preferred_department,application_source,expected_stipend_pkr,submitted_at,linkedin_url,skill_count,experience_years
INT-10680,Hamza Rajput,hamza.rajput680@gmail.com,03041499874,27,Male,Nawabshah,Sindh,BS Data Science,University of Sindh,3.37,"Communication, Html, Css, Machine Learning, Tableau, Power BI",12,Data Analytics,LinkedIn,19000,2025-04-14 03:55:00,https://www.linkedin.com/in/hamza-rajput680,6,1.0
INT-10298,Mahnoor Baloch,mahnoor.baloch298@gmail.com,03365031255,23,Male,Peshawar,Khyber Pakhtunkhwa,BS Software Engineering,Shah Abdul Latif University,3.48,"Git, Statistics, Pandas, Power BI",5,Marketing,Referral,29000,2025-03-06 23:34:00,https://www.linkedin.com/in/mahnoor-baloch298,4,0.4
INT-10084,Talha Malik,talha.malik84@gmail.com,03384088014,21,Male,Nawabshah,Sindh,BS Data Science,COMSATS University,3.27,"SQL, Machine Learning, Tableau, Pandas, Python, Data Visualization",29,Business Intelligence,LinkedIn,32000,2025-04-06 22:34:00,https://www.linkedin.com/in/talha-malik84,6,2.4
INT-10409,Hussain Rind,hussain.rind409@yahoo.com,03033807386,19,Male,Nawabshah,Sindh,BS Data Science,University of Karachi,3.47,"Excel, Git",4,Data Analytics,Internee.pk,34000,2025-04-10 00:15:00,https://www.linkedin.com/in/hussain-rind409,2,0.3
INT-10240,Talha Baloch,talha.baloch240@outlook.com,03452920141,30,Male,Nawabshah,Sindh,BBA,University of Sindh,3.02,"Git, Statistics, Power BI, Communication",10,Data Analytics,University Portal,11000,2025-03-09 20:46:00,https://www.linkedin.com/in/talha-baloch240,4,0.8
INT-10213,Zain Ali,zain.ali213@icloud.com,03176896325,26,Female,Karachi,Sindh,BS Statistics,IBA Karachi,3.61,"Statistics, SQL, Power BI",15,Data Analytics,Indeed,30000,2025-04-06 03:24:00,https://www.linkedin.com/in/zain-ali213,3,1.2
INT-10324,Danish Siddiqui,danish.siddiqui324@outlook.com,03482719006,31,Male,Quetta,Balochistan,BS Information Technology,COMSATS University,3.08,Not Specified,10,Human Resources,Internee.pk,30000,2025-04-21 14:00:00,https://www.linkedin.com/in/danish-siddiqui324,0,0.8
INT-10756,Noor Bhatti,noor.bhatti756@outlook.com,03193310162,24,Female,Peshawar,Khyber Pakhtunkhwa,BS Information Technology,Mehran University,2.77,"Excel, Data Visualization, SQL, Communication, Power BI",5,Human Resources,Indeed,54000,2025-04-18 16:37:00,https://www.linkedin.com/in/noor-bhatti756,5,0.4
INT-10200,Ahsan Baloch,ahsan.baloch200@outlook.com,03268113634,23,Male,Faisalabad,Punjab,BS Statistics,NUST,3.12,"Html, Css, Pandas, Machine Learning, Git, Excel",9,Software Development,LinkedIn,20000,2025-03-24 09:32:00,https://www.linkedin.com/in/ahsan-baloch200,6,0.8
INT-10801,Laiba Malik,laiba.malik801@gmail.com,03164528408,24,Male,Faisalabad,Punjab,BS Economics,Shah Abdul Latif University,2.33,"Git, Tableau, Excel, Power BI, SQL, Communication",6,Human Resources,Referral,21000,2025-04-08 01:53:00,Not Provided,6,0.5
INT-10426,Hira Shah,hira.shah426@yahoo.com,03080952583,25,Female,Larkana,Sindh,BS Information Technology,NUST,2.53,"Git, Power BI, Html, Css",12,Marketing,Indeed,39000,2025-03-21 12:28:00,https://www.linkedin.com/in/hira-shah426,4,1.0
INT-10305,Hussain Qureshi,hussain.qureshi305@outlook.com,03070287560,22,Male,Faisalabad,Punjab,BS Software Engineering,NUST,3.32,Not Specified,10,Human Resources,LinkedIn,27000,2025-03-04 22:11:00,https://www.linkedin.com/in/hussain-qureshi305,0,0.8
INT-10182,Hira Siddiqui,hira.siddiqui182@yahoo.com,03135193456,26,Female,Khairpur,Sindh,BS Economics,Mehran University,2.88,"Data Visualization, Python",12,Finance,Referral,26000,2025-03-28 14:19:00,https://www.linkedin.com/in/hira-siddiqui182,2,1.0
INT-10581,Hira Malik,hira.malik581@yahoo.com,Not Provided,31,Male,Rawalpindi,Punjab,BS Information Technology,University of Karachi,2.84,"Pandas, Html, Css, Git, Power BI, Data Visualization, Excel",24,Business Intelligence,Referral,35000,2025-04-03 18:59:00,https://www.linkedin.com/in/hira-malik581,7,2.0
INT-10032,Zain Ansari,zain.ansari32@gmail.com,03416805919,29,Male,Hyderabad,Sindh,BBA,Not Provided,2.53,"Python, Statistics, SQL, Data Visualization, Power BI",17,Product,LinkedIn,26000,2025-03-11 22:31:00,Not Provided,5,1.4
INT-10539,Iqra Rind,iqra.rind539@icloud.com,03345555379,28,Prefer not to say,Sukkur,Sindh,BS Information Technology,Shah Abdul Latif University,3.12,"Power BI, Html, Css, Pandas",5,Human Resources,University Portal,32000,2025-04-01 15:16:00,https://www.linkedin.com/in/iqra-rind539,4,0.4
INT-10493,Noor Memon,noor.memon493@icloud.com,03295311200,27,Male,Islamabad,Islamabad Capital Territory,BBA,University of Sindh,3.12,"Excel, Statistics, Tableau, Communication, SQL",9,Business Intelligence,LinkedIn,28000,2025-04-15 10:33:00,https://www.linkedin.com/in/noor-memon493,5,0.8
INT-10299,Areeba Khan,areeba.khan299@icloud.com,03239532108,24,Male,Rawalpindi,Punjab,BS Data Science,Punjab University,2.37,"Html, Css, Data Visualization, SQL",5,Data Analytics,Direct,45000,2025-03-19 19:27:00,https://www.linkedin.com/in/areeba-khan299,4,0.4
INT-10160,Eman Abbasi,eman.abbasi160@outlook.com,03106082562,21,Female,Lahore,Punjab,BS Information Technology,IBA Karachi,3.23,"Python, Git, Statistics, Power BI, Machine Learning, Communication",8,Data Analytics,Indeed,21000,2025-03-17 18:44:00,https://www.linkedin.com/in/eman-abbasi160,6,0.7
INT-10358,Fatima Chandio,fatima.chandio358@yahoo.com,Not Provided,23,Male,Hyderabad,Sindh,BS Data Science,IBA Karachi,2.96,"Python, Excel, Power BI, SQL",10,Software Development,Indeed,42000,2025-03-17 13:23:00,https://www.linkedin.com/in/fatima-chandio358,4,0.8
INT-10146,Yasir Shaikh,yasir.shaikh146@outlook.com,03352719115,25,Male,Karachi,Sindh,BS Software Engineering,Shah Abdul Latif University,2.88,"Tableau, Communication, Pandas, Python, SQL",9,Data Analytics,LinkedIn,28000,2025-03-02 05:45:00,https://www.linkedin.com/in/yasir-shaikh146,5,0.8
INT-10165,Saad Qureshi,saad.qureshi165@icloud.com,03251904175,27,Male,Rawalpindi,Punjab,BS Computer Science,Bahria University,3.25,"Excel, Communication, Python, Pandas",8,Data Analytics,Direct,27000,2025-04-13 23:46:00,https://www.linkedin.com/in/saad-qureshi165,4,0.7
INT-10258,Laiba Ahmed,laiba.ahmed258@gmail.com,03423133944,18,Male,Quetta,Balochistan,BS Statistics,FAST NUCES,3.17,"Html, Css, Python, Power BI, Statistics",2,Data Analytics,University Portal,20000,2025-04-03 17:57:00,https://www.linkedin.com/in/laiba-ahmed258,5,0.2
INT-10491,Sana Chandio,sana.chandio491@yahoo.com,03488499337,22,Male,Sukkur,Sindh,BS Data Science,LUMS,3.07,"Excel, Html, Css, Machine Learning, Git",12,Data Analytics,Internee.pk,25000,2025-04-21 10:05:00,https://www.linkedin.com/in/sana-chandio491,5,1.0
INT-10632,Iqra Rind,iqra.rind632@icloud.com,03168604671,22,Female,Gujranwala,Punjab,BS Software Engineering,Punjab University,2.78,"Pandas, Power BI, Data Visualization",39,Data Analytics,Referral,45000,2025-03-22 20:23:00,https://www.linkedin.com/in/iqra-rind632,3,3.2
INT-10096,Ali Chandio,ali.chandio96@outlook.com,03383390380,25,Male,Multan,Punjab,BS Data Science,COMSATS University,2.82,"Git, Excel, Power BI",13,Data Analytics,University Portal,39000,2025-04-28 23:55:00,https://www.linkedin.com/in/ali-chandio96,3,1.1
INT-10499,Mariam Ahmed,mariam.ahmed499@yahoo.com,03355851179,24,Male,Islamabad,Islamabad Capital Territory,BS Software Engineering,IBA Karachi,3.35,"Python, Data Visualization, Power BI",9,Data Analytics,Indeed,31000,2025-03-24 17:27:00,https://www.linkedin.com/in/mariam-ahmed499,3,0.8
INT-10185,Hira Siddiqui,hira.siddiqui185@gmail.com,03389750797,29,Male,Hyderabad,Sindh,BS Information Technology,Punjab University,2.38,"SQL, Tableau, Machine Learning, Power BI",11,Business Intelligence,Referral,10000,2025-03-19 16:54:00,https://www.linkedin.com/in/hira-siddiqui185,4,0.9
INT-10676,Muhammad Siddiqui,muhammad.siddiqui676@icloud.com,03443380375,29,Female,Rawalpindi,Punjab,BS Computer Science,Shah Abdul Latif University,2.46,"Communication, Statistics, Git, Excel",5,Human Resources,LinkedIn,52000,2025-03-21 09:16:00,https://www.linkedin.com/in/muhammad-siddiqui676,4,0.4
INT-10721,Nimra Rajput,nimra.rajput721@outlook.com,03298245280,24,Male,Nawabshah,Sindh,BBA,Shah Abdul Latif University,2.44,Not Specified,27,Data Analytics,Indeed,38000,2025-04-08 20:00:00,https://www.linkedin.com/in/nimra-rajput721,0,2.2
INT-10387,Mariam Ahmed,mariam.ahmed387@gmail.com,03407630064,30,Male,Islamabad,Islamabad Capital Territory,BS Economics,NED University,3.29,"SQL, Pandas",16,Software Development,Direct,49000,2025-03-13 10:22:00,Not Provided,2,1.3
INT-10434,Mariam Rind,mariam.rind434@icloud.com,03487389576,23,Male,Khairpur,Sindh,BBA,IBA Karachi,2.4,"Communication, SQL, Data Visualization, Pandas, Html, Css",16,Marketing,Direct,21000,2025-04-16 14:42:00,https://www.linkedin.com/in/mariam-rind434,6,1.3
INT-10703,Hussain Syed,hussain.syed703@yahoo.com,03093391310,25,Male,Larkana,Sindh,BS Software Engineering,NED University,3.08,"Statistics, Pandas, Git, Data Visualization, Tableau, Communication",20,Human Resources,University Portal,52000,2025-04-29 22:59:00,https://www.linkedin.com/in/hussain-syed703,6,1.7
INT-10141,Farhan Bhatti,farhan.bhatti141@gmail.com,03224453404,25,Male,Gujranwala,Punjab,BS Economics,FAST NUCES,2.24,"Power BI, Html, Css, Excel",12,Software Development,LinkedIn,30000,2025-04-30 04:31:00,https://www.linkedin.com/in/farhan-bhatti141,4,1.0
INT-10093,Shayan Shah,shayan.shah93@icloud.com,03213321438,27,Male,Islamabad,Islamabad Capital Territory,BS Computer Science,Mehran University,3.38,"Python, Tableau, Communication, Data Visualization, Excel",11,Product,Internee.pk,34000,2025-04-19 17:04:00,https://www.linkedin.com/in/shayan-shah93,5,0.9
INT-10790,Iqra Bhatti,iqra.bhatti790@gmail.com,03483743715,26,Male,Mardan,Khyber Pakhtunkhwa,BS Computer Science,University of Sindh,2.68,"Python, Excel, Tableau",10,Business Intelligence,Indeed,32000,2025-04-27 07:55:00,https://www.linkedin.com/in/iqra-bhatti790,3,0.8
INT-10418,Laiba Khan,laiba.khan418@icloud.com,03049968570,23,Male,Mardan,Khyber Pakhtunkhwa,BS Statistics,COMSATS University,3.27,"Python, Git",6,Software Development,University Portal,20000,2025-04-01 19:56:00,https://www.linkedin.com/in/laiba-khan418,2,0.5
INT-10558,Ali Ahmed,ali.ahmed558@yahoo.com,03285251522,21,Female,Karachi,Sindh,BS Statistics,Punjab University,3.35,"Machine Learning, Html, Css, Excel, Data Visualization, Power BI",7,Business Intelligence,LinkedIn,24000,2025-04-23 14:55:00,https://www.linkedin.com/in/ali-ahmed558,6,0.6
INT-10505,Muhammad Soomro,muhammad.soomro505@yahoo.com,03271421754,27,Female,Hyderabad,Sindh,BBA,Punjab University,2.84,"Python, Pandas, Machine Learning, Tableau",30,Data Analytics,Indeed,39000,2025-04-10 21:30:00,https://www.linkedin.com/in/muhammad-soomro505,4,2.5
INT-10099,Fatima Baloch,fatima.baloch99@icloud.com,03292285359,29,Male,Islamabad,Islamabad Capital Territory,BS Information Technology,COMSATS University,3.66,"Statistics, Power BI, Communication, Data Visualization, SQL, Excel",14,Human Resources,University Portal,46000,2025-04-14 15:52:00,https://www.linkedin.com/in/fatima-baloch99,6,1.2
INT-10375,Mahnoor Soomro,mahnoor.soomro375@icloud.com,03065256808,31,Male,Karachi,Sindh,BS Information Technology,LUMS,2.78,"Machine Learning, Python, Excel",1,Data Analytics,Referral,31000,2025-03-19 08:23:00,https://www.linkedin.com/in/mahnoor-soomro375,3,0.1
INT-10140,Ali Memon,ali.memon140@yahoo.com,03099974612,24,Male,Sukkur,Sindh,BS Computer Science,NED University,2.9,"Excel, Communication, Data Visualization, Html, Css",14,Data Analytics,LinkedIn,46000,2025-04-24 06:39:00,https://www.linkedin.com/in/ali-memon140,5,1.2
INT-10277,Ahsan Shah,ahsan.shah277@outlook.com,03097430831,20,Male,Islamabad,Islamabad Capital Territory,BS Information Technology,COMSATS University,3.45,"Excel, Python",12,Data Analytics,Direct,35000,2025-03-14 08:20:00,https://www.linkedin.com/in/ahsan-shah277,2,1.0
INT-10526,Eman Chandio,eman.chandio526@icloud.com,03316314559,23,Female,Nawabshah,Sindh,BS Economics,LUMS,3.06,"SQL, Git, Data Visualization, Html, Css, Tableau, Machine Learning",10,Data Analytics,LinkedIn,32000,2025-03-23 16:36:00,https://www.linkedin.com/in/eman-chandio526,7,0.8
INT-10651,Areeba Baloch,areeba.baloch651@outlook.com,03073282085,21,Male,Islamabad,Islamabad Capital Territory,BS Computer Science,NED University,3.39,"Html, Css, Communication, Tableau",1,Human Resources,Indeed,28000,2025-04-08 08:48:00,https://www.linkedin.com/in/areeba-baloch651,4,0.1
INT-10315,Hussain Syed,hussain.syed315@gmail.com,03392765765,18,Prefer not to say,Khairpur,Sindh,BS Software Engineering,Punjab University,3.1,"Excel, Html, Css",20,Data Analytics,LinkedIn,21000,2025-04-29 23:37:00,https://www.linkedin.com/in/hussain-syed315,3,1.7
INT-10587,Saad Siddiqui,saad.siddiqui587@yahoo.com,03353262592,23,Female,Sukkur,Sindh,BS Data Science,COMSATS University,2.0,"Python, Communication, Html, Css, Statistics, Power BI",16,Data Analytics,University Portal,16000,2025-04-16 03:22:00,https://www.linkedin.com/in/saad-siddiqui587,6,1.3
INT-10252,Mariam Syed,mariam.syed252@outlook.com,03097795082,21,Male,Abbottabad,Khyber Pakhtunkhwa,BS Computer Science,FAST NUCES,3.27,"Machine Learning, Data Visualization, SQL, Statistics, Excel",29,Data Analytics,Referral,10000,2025-03-17 01:01:00,https://www.linkedin.com/in/mariam-syed252,5,2.4
INT-10168,Sajid Shah,sajid.shah168@yahoo.com,03397953004,22,Female,Hyderabad,Sindh,BS Data Science,COMSATS University,3.38,"Html, Css, Git, Pandas, SQL",0,Data Analytics,Direct,27000,2025-04-19 05:07:00,https://www.linkedin.com/in/sajid-shah168,5,0.0
INT-10536,Sana Syed,sana.syed536@yahoo.com,03075198423,24,Male,Larkana,Sindh,BS Statistics,Bahria University,2.94,"SQL, Excel, Git",18,Finance,Referral,10000,2025-03-19 17:56:00,https://www.linkedin.com/in/sana-syed536,3,1.5
INT-10498,Zain Shah,zain.shah498@yahoo.com,03204684877,22,Male,Abbottabad,Khyber Pakhtunkhwa,BS Statistics,Mehran University,3.04,"Git, Python, Html, Css, Tableau",10,Finance,Direct,24000,2025-03-18 17:13:00,https://www.linkedin.com/in/zain-shah498,5,0.8
INT-10075,Rida Ahmed,rida.ahmed75@icloud.com,03431556670,23,Female,Khairpur,Sindh,BS Software Engineering,Shah Abdul Latif University,3.98,"Excel, Data Visualization, Html, Css, Communication",7,Business Intelligence,LinkedIn,30000,2025-04-17 17:52:00,https://www.linkedin.com/in/rida-ahmed75,5,0.6
INT-10341,Noor Soomro,noor.soomro341@yahoo.com,03042744475,19,Male,Hyderabad,Sindh,BS Information Technology,Punjab University,3.11,"Communication, Html, Css, Python",8,Human Resources,Direct,56000,2025-03-16 10:57:00,https://www.linkedin.com/in/noor-soomro341,4,0.7
INT-10311,Sana Mirza,sana.mirza311@outlook.com,03019441176,25,Female,Quetta,Balochistan,BS Computer Science,Mehran University,2.65,"Communication, Git, Pandas, Python",20,Business Intelligence,LinkedIn,19000,2025-03-07 03:45:00,https://www.linkedin.com/in/sana-mirza311,4,1.7
INT-10205,Yasir Malik,yasir.malik205@outlook.com,03110360018,21,Male,Faisalabad,Punjab,BS Software Engineering,LUMS,3.24,"Power BI, Html, Css",8,Business Intelligence,Direct,36000,2025-04-10 11:07:00,https://www.linkedin.com/in/yasir-malik205,3,0.7
INT-10511,Sana Syed,sana.syed511@gmail.com,03304770364,24,Female,Nawabshah,Sindh,BS Information Technology,COMSATS University,3.2,"Html, Css, Tableau",9,Software Development,Referral,35000,2025-04-23 02:49:00,https://www.linkedin.com/in/sana-syed511,3,0.8
INT-10103,Danish Qureshi,danish.qureshi103@icloud.com,03331962050,22,Female,Larkana,Sindh,BS Information Technology,Mehran University,3.98,"SQL, Python, Excel, Statistics, Data Visualization, Power BI",15,Software Development,Direct,27000,2025-04-09 15:22:00,https://www.linkedin.com/in/danish-qureshi103,6,1.2
INT-10158,Iqra Rind,iqra.rind158@outlook.com,03185844498,26,Prefer not to say,Khairpur,Sindh,BS Statistics,NED University,2.66,Not Specified,8,Marketing,Internee.pk,40000,2025-04-08 22:54:00,https://www.linkedin.com/in/iqra-rind158,0,0.7
INT-10202,Mariam Memon,mariam.memon202@gmail.com,03303681083,25,Male,Khairpur,Sindh,BBA,NED University,3.32,"Excel, Git",5,Data Analytics,University Portal,36000,2025-04-24 16:57:00,https://www.linkedin.com/in/mariam-memon202,2,0.4
INT-10064,Noor Malik,noor.malik64@outlook.com,03230973816,22,Female,Faisalabad,Punjab,BBA,Punjab University,2.19,"Python, Data Visualization, Communication, Git, SQL, Excel",10,Data Analytics,Indeed,45000,2025-04-17 14:08:00,https://www.linkedin.com/in/noor-malik64,6,0.8
INT-10041,Danish Jatoi,danish.jatoi41@gmail.com,03362650353,26,Female,Larkana,Sindh,BS Economics,University of Sindh,2.49,"Python, Data Visualization, Pandas, Excel",11,Business Intelligence,LinkedIn,37000,2025-03-06 12:42:00,https://www.linkedin.com/in/danish-jatoi41,4,0.9
INT-10263,Sidra Memon,sidra.memon263@yahoo.com,03363177151,23,Male,Islamabad,Islamabad Capital Territory,BS Information Technology,University of Sindh,2.96,"Excel, Data Visualization, Power BI, Git",14,Data Analytics,University Portal,26000,2025-04-19 07:02:00,Not Provided,4,1.2
INT-10510,Shayan Rajput,shayan.rajput510@icloud.com,03172624680,23,Male,Islamabad,Islamabad Capital Territory,BS Information Technology,Shah Abdul Latif University,3.29,"Communication, Power BI, Git, Data Visualization",7,Data Analytics,LinkedIn,22000,2025-03-28 07:41:00,https://www.linkedin.com/in/shayan-rajput510,4,0.6
INT-10074,Noor Rajput,noor.rajput74@gmail.com,03389373778,26,Male,Nawabshah,Sindh,BS Data Science,NUST,3.32,"Python, SQL, Git, Power BI, Data Visualization",11,Business Intelligence,Referral,53000,2025-03-18 02:08:00,https://www.linkedin.com/in/noor-rajput74,5,0.9
INT-10150,Fatima Bhatti,fatima.bhatti150@icloud.com,03481627219,31,Male,Gujranwala,Punjab,BS Information Technology,University of Karachi,3.41,"Machine Learning, Excel",14,Data Analytics,Direct,56000,2025-03-22 15:24:00,https://www.linkedin.com/in/fatima-bhatti150,2,1.2
INT-10187,Fatima Rajput,fatima.rajput187@icloud.com,03366369567,22,Male,Gujranwala,Punjab,BS Economics,Shah Abdul Latif University,3.49,"Excel, Tableau, Statistics, Python, Power BI",6,Finance,LinkedIn,20000,2025-04-09 20:17:00,https://www.linkedin.com/in/fatima-rajput187,5,0.5
INT-10164,Iqra Khan,iqra.khan164@icloud.com,03182670256,27,Male,Khairpur,Sindh,BS Computer Science,Shah Abdul Latif University,2.84,"Excel, Tableau",9,Data Analytics,Indeed,15000,2025-03-21 03:31:00,https://www.linkedin.com/in/iqra-khan164,2,0.8
INT-10609,Shayan Siddiqui,shayan.siddiqui609@icloud.com,03019810687,26,Prefer not to say,Islamabad,Islamabad Capital Territory,BS Computer Science,Bahria University,3.21,"Tableau, Excel, Git",10,Human Resources,University Portal,23000,2025-04-17 05:20:00,https://www.linkedin.com/in/shayan-siddiqui609,3,0.8
INT-10835,Ali Rajput,ali.rajput835@icloud.com,03128323660,23,Female,Nawabshah,Sindh,BS Computer Science,University of Karachi,3.43,"Statistics, Pandas, Excel, Tableau, Power BI",36,Data Analytics,LinkedIn,12000,2025-04-11 20:07:00,https://www.linkedin.com/in/ali-rajput835,5,3.0
INT-10444,Mahnoor Khan,mahnoor.khan444@outlook.com,03355167267,25,Female,Sukkur,Sindh,BS Computer Science,IBA Karachi,3.16,"Pandas, Statistics",16,Product,Direct,25000,2025-03-06 06:39:00,https://www.linkedin.com/in/mahnoor-khan444,2,1.3
INT-10397,Iqra Ali,iqra.ali397@gmail.com,03231829077,24,Male,Hyderabad,Sindh,BBA,FAST NUCES,2.0,"Machine Learning, Tableau, Data Visualization, Excel",17,Business Intelligence,LinkedIn,14000,2025-04-06 06:15:00,https://www.linkedin.com/in/iqra-ali397,4,1.4
